Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_emb,matbench_mp_gap,4,32,29.86619213370098,3.451711524035964,17.671299469835265,16.225598635008854,16.07676820119578,0.0730445493738452,0.06607894001667994,0.2666139304637909
MEGNet,megnet_emb,matbench_mp_e_form,0,32,30.19653588174994,3.4571369924796733,17.706388611364826,16.10823367137487,16.045303340069623,0.08703485458067488,0.016291148723292008,0.0326036252081394
MEGNet,megnet_emb,matbench_mp_e_form,1,32,30.07382554135253,3.448606339881512,17.66189600395903,16.115896962936265,16.027887640193683,0.07667722864628342,0.04574560610784936,0.0316512547433376
MEGNet,megnet_emb,matbench_mp_e_form,2,32,30.14611591894232,3.453118531817146,17.674658021589025,16.067463631174483,16.039688673114345,0.07257477796538045,0.01569237832957562,0.0384587310254573
MEGNet,megnet_emb,matbench_mp_e_form,3,32,30.29259493327405,3.4574688495930848,17.575771881445764,15.92216483828768,15.903482664726134,0.09537390372899511,0.014530289458054473,0.0338867716491222
MEGNet,megnet_emb,matbench_mp_e_form,4,32,30.150114206977246,3.453662790544373,17.601358071029463,15.987926440774688,15.91899571753111,0.09859098066131051,0.036294235055289635,0.0368960164487361
MEGNet,megnet_emb,matbench_jdft2d,0,64,54.656058749698616,4.143789000971652,16.001059094742985,15.51942522143364,15.409286839459316,-0.005120391265234907,-0.020887103982630325,40.70787811279297
MEGNet,megnet_emb,matbench_jdft2d,1,64,54.68742270114504,4.145213652269886,15.733098477132554,15.299286296197643,15.122561502796733,0.024226811446647505,0.019225795248319667,55.52278518676758
MEGNet,megnet_emb,matbench_jdft2d,2,64,54.38590641317342,4.145777260029557,15.786935001062472,15.323047403510767,15.07183973333224,0.006232611124498872,-0.0024772254953759447,77.83573913574219
MEGNet,megnet_emb,matbench_jdft2d,3,64,53.63403622323863,4.148370199317368,15.56984196759451,14.953368034585445,14.805703507692671,-0.011065631534892552,-0.026926552841221,40.84873962402344
MEGNet,megnet_emb,matbench_jdft2d,4,64,54.50962488049508,4.147751931936851,15.896243147983581,15.421449553752812,15.335710003086957,0.005391182132484646,-0.016410519402314427,52.99245071411133
MEGNet,megnet_emb,matbench_phonons,0,64,51.451246349577744,4.146806603170853,13.038615916705387,12.689718009107475,12.540501054988766,-0.029016221051193104,-0.0569593792667341,40.25823593139648
