Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_hm,matbench_log_kvrh,1,16,10.845666911955776,2.5840107296747377,25.996395923104746,20.029368191993346,12.758519571928955,0.41259309734724864,0.45400475401200646,0.0682474449276924
MEGNet,megnet_hm,matbench_log_kvrh,2,16,10.674159985583485,2.5955346645635546,25.093531327708384,19.524032969970506,13.055654502171855,0.33045897079276776,0.34074201809116994,0.0621614940464496
MEGNet,megnet_hm,matbench_log_kvrh,3,16,10.734752000101338,2.554643750526192,24.76618359718785,18.06889748766573,13.532246675970859,0.3536977491961415,0.4857560272025375,0.0721549019217491
MEGNet,megnet_hm,matbench_log_kvrh,4,16,11.113220724929386,2.59796723771837,24.774617167784953,18.745686709517003,12.958866455111757,0.3373680144218388,0.3981668580775682,0.0668515563011169
MEGNet,megnet_hm,matbench_perovskites,0,16,10.581367997507892,2.7113662950754778,14.852932938533717,11.159456148059977,8.809103879513486,0.13802818306024553,0.13733340461006155,0.0448449365794658
MEGNet,megnet_hm,matbench_perovskites,1,16,10.234685275389594,2.711601211733062,16.03779651901773,12.920458206741962,8.191752434701343,0.19119627440514375,0.087281258954048,0.048707365989685
MEGNet,megnet_hm,matbench_perovskites,2,16,10.074495663551167,2.6989013864316975,17.104587100690836,14.001642314344648,7.570517531547002,0.19273628672791776,0.05190688863361324,0.0453129708766937
MEGNet,megnet_hm,matbench_perovskites,3,16,10.552326205281501,2.7256145824378843,14.530482738549205,10.837804667134332,8.837553591379589,0.19091512279827635,0.16381021883121857,0.0449859872460365
MEGNet,megnet_hm,matbench_perovskites,4,16,10.28577490856349,2.72315942075386,14.226611373170988,10.298147898735023,9.223440732864974,0.31401250714570306,0.24596526464672447,0.0463507547974586
MEGNet,megnet_hm,matbench_mp_gap,0,16,10.640598694885593,2.605027335075196,21.521559858270113,15.893758701891745,13.139205522679182,0.3253648348432241,0.17292172407963338,0.2781075239181518
MEGNet,megnet_hm,matbench_mp_gap,1,16,11.157056852531056,2.730839371604163,21.296887153880693,16.343091707532412,13.179069392928508,0.3929667664557202,0.22230203769140885,0.2782747447490692
MEGNet,megnet_hm,matbench_mp_gap,2,16,10.914632452987805,2.678762383292953,21.646470924774484,16.116359544599046,13.284611181477468,0.2569590152468877,0.1378302663734224,0.2656760513782501
