Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Inverse_Squared_Distance,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,QCI,MAE
MEGNet,megnet_emb,matbench_log_kvrh,1,16,15.544290029162537,2.761197921629515,0.02047878091815048,42.35749589394253,40.061303666159574,32.12670208566788,0.04158565136304115,0.03863911317151344,1.1321835184849065,0.0723627209663391
MEGNet,megnet_emb,matbench_log_kvrh,2,16,15.610377901390473,2.762953675596404,0.021448556090321324,42.28082087051597,39.81583218072846,31.815102716536025,0.029219369388298246,0.056888130255920745,1.0730905959050356,0.0698293298482894
MEGNet,megnet_emb,matbench_log_kvrh,3,16,15.612646786184438,2.75803257835174,0.021867430709602034,42.375840748030754,39.96484284279881,30.147062088198798,0.005165004139888814,0.03654303124031606,1.4187464937313787,0.0818146988749504
MEGNet,megnet_emb,matbench_log_kvrh,4,16,15.690764868125735,2.758650634751882,0.021662809589565568,42.40865228650226,40.04131381714015,31.723484411878122,0.05364844823598242,0.055154598606583505,1.11007251916031,0.0757822394371032
MEGNet,megnet_emb,matbench_perovskites,0,16,15.521608602707154,2.758890993913938,0.021095304853960335,27.965395661647175,26.53260363917418,21.338444870790067,-0.02135915602750879,0.06679869982123979,1.2299054876730167,0.0465876758098602
MEGNet,megnet_emb,matbench_perovskites,1,16,15.448496081995106,2.7632053322227974,0.020664455250977633,27.99238697488112,26.69572894393608,20.260058870705016,-0.03390898838144412,0.04414096369723164,1.457201488785204,0.0460363253951072
MEGNet,megnet_emb,matbench_perovskites,2,16,15.475818103956374,2.7428393444600947,0.019493897933377767,27.99504886333399,26.488201534607132,20.79275961230301,-0.005773887129819333,0.04632578817994345,1.2349173363814814,0.043505847454071
MEGNet,megnet_emb,matbench_perovskites,3,16,15.483045566663689,2.752932787502617,0.020390242040137164,27.986772033149148,26.602549766161076,21.591785574959097,-0.01664429530201342,0.044387660241922124,1.2973994402944065,0.0431813895702362
MEGNet,megnet_emb,matbench_perovskites,4,16,15.437950673625979,2.758724699664877,0.020674192569899105,28.08030837375941,26.627037281236515,20.833999806349492,-0.05306105702713114,0.013076417166135305,1.8128869848378768,0.0444398149847984
MEGNet,megnet_emb,matbench_mp_gap,0,16,15.534979208178283,2.7621075871941416,0.020132269382738904,42.332773391936634,39.73606620169984,31.493475870130215,0.10212994691930391,0.05371146605806877,1.3871027058008871,0.2588775753974914
MEGNet,megnet_emb,matbench_mp_gap,1,16,15.49456074722356,2.7615114900531936,0.021648034988154072,42.74795170622029,40.144869305974844,21.957929246173407,0.06860236886632826,0.031328605552397346,1.1448269206728436,0.2637265026569366
MEGNet,megnet_emb,matbench_mp_gap,2,16,15.618379671816601,2.7690569647710124,0.019836294674735466,42.51098087340481,40.122803707705806,27.275981621599744,0.048387705072600415,0.04989933269049819,1.553913879750747,0.2635432779788971
MEGNet,megnet_emb,matbench_mp_gap,3,16,15.487811745710438,2.762574929861527,0.02124103586257381,42.744814745939735,40.01129575384594,21.46478996268192,0.048932648644060606,0.03464906705195972,1.0977384373731125,0.250079482793808
MEGNet,megnet_emb,matbench_mp_gap,4,16,15.32649154591704,2.761354805268703,0.019788418989725793,43.023277318917295,39.96761895548486,17.549621344053005,0.029877506329980156,0.04882034432225031,1.1530561290316406,0.2739230692386627
MEGNet,megnet_emb,matbench_mp_e_form,0,16,15.611830656248271,2.758877871810961,0.020513888465954835,42.45471604851334,39.16551038509528,28.364419849947684,0.14879848628193,0.051130682292837765,1.464027194256751,0.0372152626514434
